Brand,Model,Year,Country,Condition,Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Type,Drivetrain,Transmission,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Popularity,Safety_Rating,Number_of_Owners,Market_Demand,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Modification
McLaren,Chiron,1997,Europe,new,3.8,849,443,1498,286,6.1,Diesel,FWD,CVT,5.7,407,198696,182591,High,4,4,High,9973,1000,12.19953633,12.11500943,
Ferrari,Corvette Z06,2016,USA,salvage,5.8,1124,1205,1553,224,3.4,Petrol,FWD,DCT,14.1,209,342390,197144,High,1,3,Medium,798,200,12.74370864,12.19169478,
Lamborghini,Huracan,2017,Europe,used,7.3,1436,1064,1662,389,5.6,Electric,FWD,CVT,6.3,246,361245,202183,High,4,2,Medium,12531,20000,12.79731445,12.21693345,
Ferrari,Chiron,1991,Europe,salvage,4.1,973,1289,1737,379,6.1,Petrol,AWD,Manual,5.9,222,442672,201186,Low,4,4,Low,6171,100000,13.00058663,12.2119901,Track Edition
BMW,Corvette Z06,1990,USA,new,6,815,962,1931,257,3.9,Electric,RWD,Automatic,6.2,404,438445,64053,Low,1,2,Low,14893,1000,12.99099194,11.06748176,Turbo
BMW,M4 Competition,1999,Asia,used,2.5,768,481,1960,392,5.5,Petrol,RWD,DCT,9.2,338,225043,140373,Medium,3,1,High,13639,5000,12.32405122,11.85206557,
McLaren,Chiron,1988,USA,used,5.1,1309,172,971,293,4.2,Petrol,AWD,CVT,10.4,290,274879,113142,High,4,1,Medium,6729,200,12.52408992,11.63640778,Nismo
McLaren,Huracan,1980,Asia,new,7.5,1333,521,2304,290,6.9,Petrol,AWD,Automatic,5.9,215,486874,156449,Medium,1,1,Low,3059,5000,13.0957627,11.96049175,
Nissan,911 Turbo S,1982,Europe,salvage,1.8,1090,1706,2189,185,2,Diesel,AWD,Manual,12.9,256,199815,22427,Low,4,1,Low,14958,100000,12.20515222,10.01806546,Supercharged
BMW,DBS,2000,Europe,new,3.3,1064,800,1990,193,4.1,Electric,RWD,DCT,7,431,116953,26368,Low,1,4,Medium,12231,100000,11.66953597,10.17994436,GT
Ford,Chiron,2002,Europe,new,2.4,1019,1112,1552,249,3.3,Petrol,FWD,Manual,10.6,306,191043,39674,High,2,3,Low,9823,1000,12.16025905,10.58847655,Nismo
Ford,720S,1988,Asia,salvage,5,1043,988,963,230,6.2,Diesel,AWD,CVT,9.9,152,244416,25963,High,4,1,Low,8426,20000,12.40663106,10.16446624,
Bugatti,720S,1998,USA,salvage,5.9,1240,826,929,163,3.4,Petrol,AWD,Manual,14.1,197,221673,168996,Medium,4,2,Medium,9938,20000,12.30896311,12.03763624,GT
BMW,Chiron,2024,Asia,new,2,535,1592,1456,242,4.7,Diesel,FWD,Automatic,13.9,127,46175,41245,High,4,1,High,9610,50,10.74021546,10.62730942,
Ferrari,Huracan,1998,Europe,new,2,1420,1226,1545,399,5.7,Petrol,RWD,Manual,7.4,312,324268,147962,High,1,4,Medium,1933,1000,12.6893287,11.90471752,
Ferrari,Mustang GT,2002,Europe,used,7.2,1217,498,1939,166,4.5,Electric,AWD,DCT,10.4,244,166081,213617,High,3,3,Low,1246,50,12.02023692,12.27194465,
Aston Martin,Huracan,2006,USA,salvage,4.5,248,765,1177,342,4.1,Electric,AWD,Automatic,14.9,344,183716,204696,High,2,3,Medium,3816,200,12.12115181,12.22928612,Nismo
Lamborghini,M4 Competition,2006,Asia,used,4.6,470,1601,1176,361,2.2,Petrol,AWD,CVT,8.3,347,261093,215794,High,3,4,High,4817,1000,12.47263577,12.28208416,
Chevrolet,Huracan,2018,Europe,used,7.6,442,1052,1120,246,2.1,Petrol,FWD,Manual,5.7,437,480704,197819,High,4,3,Low,9020,50,13.08300906,12.19511281,
Ford,M4 Competition,2015,Asia,used,3.6,292,200,2116,275,6.8,Petrol,FWD,Manual,12.2,123,365220,188545,Medium,1,4,Low,14234,5000,12.80825793,12.14709729,
McLaren,Mustang GT,1991,Asia,new,7.3,422,850,1569,203,5.2,Petrol,FWD,CVT,10,352,187895,71579,Medium,4,4,Low,5277,5000,12.1436439,11.17857098,
Bugatti,911 Turbo S,2006,USA,salvage,7.8,819,633,1947,275,6.1,Diesel,FWD,CVT,14.4,443,66702,129327,Medium,4,3,High,8936,1000,11.10800521,11.77010709,Sport
Chevrolet,M4 Competition,2013,USA,new,3.1,802,1452,1731,279,4.4,Electric,RWD,Manual,10.8,431,375015,64411,Medium,3,4,Low,7187,5000,12.83472397,11.07305523,
Porsche,GT-R,2012,Europe,used,4.9,528,1040,1040,294,3.3,Diesel,FWD,CVT,10.1,135,461944,187094,Medium,4,2,Low,12703,20000,13.04320112,12.13937179,
Bugatti,720S,2007,USA,new,5,1038,882,1633,172,3.5,Electric,AWD,Automatic,14.1,296,415281,53093,Low,1,4,High,10523,100000,12.93671309,10.87981921,
Porsche,DBS,2010,Asia,new,7.1,616,613,925,363,2.2,Petrol,AWD,DCT,8.8,283,226819,197143,Low,2,1,Medium,4594,100000,12.33191203,12.19168971,Turbo
BMW,720S,2011,USA,used,3.5,1177,1379,997,278,6,Electric,AWD,Automatic,11,166,424377,89336,Low,3,1,High,12863,100000,12.95837985,11.40017101,Sport
Porsche,M4 Competition,1999,Asia,salvage,6.7,1212,1060,1175,161,4.9,Petrol,AWD,Manual,13.5,132,318835,221410,Low,1,1,Medium,8047,5000,12.67243214,12.30777598,
Porsche,GT-R,2019,Europe,used,7.8,878,1180,1472,290,4.4,Petrol,RWD,Automatic,11,266,412467,239303,Low,4,1,Low,7359,100000,12.92991391,12.38548999,
Nissan,488 GTB,2014,Asia,used,7,369,860,1791,355,6.3,Diesel,RWD,Manual,8,439,138630,126435,Low,2,4,High,590,100000,11.83957101,11.74749153,
Nissan,911 Turbo S,2010,USA,new,7.4,440,444,2166,351,4.2,Electric,RWD,Automatic,10.6,285,21383,107153,Low,2,4,High,8993,100000,9.970398258,11.58202233,Nismo
Nissan,911 Turbo S,2010,USA,used,6.1,450,1199,1332,161,6.7,Diesel,RWD,Manual,9.3,111,462236,91923,High,2,4,Medium,9229,200,13.04383303,11.42871743,
BMW,488 GTB,2017,Europe,new,7.4,801,1264,908,206,2.1,Diesel,RWD,CVT,14.8,344,413175,215363,High,1,1,High,606,5000,12.93162893,12.2800849,
Chevrolet,DBS,2001,USA,new,2.7,701,433,1795,235,6.9,Diesel,RWD,Automatic,5.5,183,234867,96263,High,2,1,Medium,4353,50,12.36677893,11.4748497,
Bugatti,Mustang GT,2024,Europe,new,6.2,543,1354,1768,167,6.1,Diesel,FWD,Manual,12.7,436,360844,23385,Medium,1,1,Medium,9921,5000,12.79620378,10.05989283,
Bugatti,Corvette Z06,2020,Europe,used,6.3,1475,222,1832,252,3.8,Electric,RWD,CVT,5.2,142,365859,41015,Low,3,3,Medium,894,1000,12.81000603,10.62171751,
McLaren,GT-R,1988,USA,salvage,4.4,531,558,1171,232,5,Electric,RWD,Manual,11,206,69173,218684,Low,1,3,High,12457,100000,11.14438035,12.29538762,
Nissan,M4 Competition,1988,Asia,restored,2.1,188,936,931,243,6.3,Diesel,AWD,Automatic,9.3,112,485112,43558,Low,4,2,Low,3579,100000,13.09213713,10.68187162,
BMW,Corvette Z06,1994,Europe,new,5.6,182,866,1751,292,4.4,Electric,AWD,Automatic,14.1,438,338292,56275,Medium,1,4,High,9370,20000,12.73166766,10.93802344,
McLaren,DBS,1992,Asia,new,1.9,1217,157,1504,316,2.3,Petrol,RWD,Manual,10.4,189,113649,237841,High,1,3,Medium,6658,1000,11.64087883,12.37936187,Nismo
Lamborghini,Mustang GT,2001,USA,used,4,762,932,2402,227,6.5,Electric,FWD,CVT,13.3,215,85004,197728,High,4,4,Low,8439,50,11.35046536,12.19465269,
McLaren,911 Turbo S,1995,Asia,new,4.1,1272,1557,2051,222,4.6,Diesel,FWD,DCT,11.7,205,239629,124730,Low,3,4,High,4788,20000,12.38685135,11.7339147,
Chevrolet,M4 Competition,2011,Asia,new,8,415,1367,916,346,4.7,Petrol,FWD,Manual,9.5,272,93928,39569,Medium,1,2,Low,11414,5000,11.45029446,10.58582653,
Ford,M4 Competition,1981,Asia,used,3.5,147,1136,2476,310,2.1,Petrol,FWD,Manual,8.4,444,427531,70753,High,4,1,Low,13288,1000,12.96578442,11.16696435,
Porsche,Mustang GT,2005,Asia,salvage,6.9,1158,1436,2396,325,2.5,Petrol,RWD,DCT,6.2,122,422696,23294,Medium,4,4,Low,505,1000,12.95441089,10.05599402,
Nissan,720S,1993,USA,new,1.9,289,274,1200,282,5.9,Petrol,FWD,Manual,5.1,390,449754,242898,High,3,1,Medium,14950,20000,13.01645827,12.400401,GT
Ford,GT-R,2017,USA,new,5,271,1175,941,237,4.2,Petrol,RWD,Automatic,5,340,162624,34345,High,3,4,Medium,7733,200,11.99920222,10.44424084,
McLaren,Mustang GT,2013,Asia,used,5,526,1377,951,157,7,Diesel,RWD,Automatic,7.3,195,145800,127540,Medium,4,3,Low,2274,20000,11.88999796,11.75619316,V-Spec
BMW,Huracan,1987,USA,used,5.6,1171,608,1087,296,5.5,Diesel,RWD,CVT,10.6,409,415526,123936,Low,3,3,Low,1478,100000,12.93730287,11.72752865,
Porsche,Huracan,2015,USA,used,6.8,709,1713,1050,329,6.7,Petrol,RWD,DCT,14.8,224,196544,141588,Medium,4,1,Medium,12882,20000,12.18864669,11.86068377,Track Edition
Bugatti,Mustang GT,2000,Europe,new,6.5,1267,1476,2167,161,3.4,Diesel,RWD,Manual,12.1,333,136801,236486,Low,3,1,Medium,7848,100000,11.8262899,12.37364852,
Ferrari,911 Turbo S,2022,USA,new,6.5,663,1160,2414,221,2.9,Electric,AWD,Automatic,5.7,276,147431,144827,High,4,3,Medium,3270,1000,11.90112233,11.88330211,
Porsche,Mustang GT,2007,Asia,salvage,4.4,1040,1557,2050,285,3.9,Diesel,RWD,Manual,11.5,169,34944,22157,Low,2,1,Medium,10731,100000,10.46153068,10.00595388,Turbo
Chevrolet,Chiron,2023,USA,new,6.3,590,359,1308,204,3.3,Electric,RWD,DCT,9.9,305,209370,109443,Low,3,3,Medium,10634,5000,12.25186308,11.60316828,
Chevrolet,DBS,1985,USA,used,4.7,415,1429,1243,379,5.1,Diesel,RWD,Automatic,11.4,332,325244,225706,Low,2,1,Medium,8636,20000,12.69233402,12.32699298,GT
McLaren,Huracan,1999,USA,new,2,1158,465,1490,361,5.7,Electric,AWD,DCT,11.2,219,148671,134273,High,4,4,High,6662,1000,11.90949782,11.80763777,
Lamborghini,Corvette Z06,2010,USA,used,7.3,258,1518,2021,271,4,Electric,AWD,Manual,6.4,392,303392,217383,Low,3,3,Medium,1024,100000,12.62278427,12.28942065,GT
Chevrolet,Mustang GT,2012,Europe,used,7.3,1085,135,1991,242,2.4,Petrol,RWD,CVT,14.2,218,468116,160305,Medium,3,4,Low,9649,5000,13.05647354,11.98483977,
Chevrolet,Huracan,2023,Asia,new,3.7,800,706,1745,382,2.1,Diesel,FWD,Manual,10.5,121,434558,162270,Medium,2,3,High,10863,1000,12.982087,11.99702306,
BMW,DBS,1986,Asia,restored,7.4,628,1069,1799,311,3.1,Petrol,RWD,Manual,12,348,460499,14910,High,2,1,Medium,8955,20000,13.04006813,9.609854475,
McLaren,DBS,1987,USA,new,6.5,405,379,927,231,5.7,Electric,FWD,DCT,8.9,311,387650,192432,High,1,1,Medium,2924,1000,12.86786073,12.16750332,
Porsche,Corvette Z06,1988,USA,salvage,4.2,1236,480,1952,342,3.1,Diesel,FWD,Automatic,6.2,284,457543,8301,High,2,4,Medium,4401,5000,13.03362833,9.024251729,
Lamborghini,M4 Competition,1981,Europe,new,3.7,1271,1542,1533,352,6.6,Diesel,RWD,DCT,11.9,426,67531,193373,High,4,4,Medium,5711,1000,11.12035684,12.17238142,
Ford,Chiron,1996,USA,new,7.8,158,579,1111,196,5.3,Petrol,FWD,Automatic,14.4,287,187206,161087,Medium,4,3,Low,3918,5000,12.13997024,11.98970608,GT
Ferrari,Mustang GT,2024,Europe,new,6.2,1134,1659,1587,257,6.3,Diesel,AWD,Manual,10.8,282,454707,171185,High,2,2,Low,7211,200,13.02741073,12.05050596,Supercharged
Nissan,488 GTB,2016,Asia,used,4,1511,1050,2403,184,3.9,Diesel,RWD,Manual,7,140,21376,204169,Medium,2,2,High,12904,1000,9.970070857,12.22670826,
Bugatti,Mustang GT,2021,Asia,used,5.7,779,1228,971,392,6.9,Diesel,AWD,CVT,11.2,127,122614,158963,High,4,2,Low,5913,1000,11.71680464,11.97643304,V-Spec
Chevrolet,M4 Competition,2023,Europe,new,5.3,1310,1206,2414,393,5.4,Electric,AWD,CVT,9.3,386,429474,92756,Low,1,2,Medium,7005,100000,12.97031881,11.43773845,Nismo
McLaren,GT-R,1996,Asia,used,5,160,219,1009,309,3.8,Petrol,RWD,DCT,9,120,381611,26737,Medium,1,1,Medium,7484,20000,12.85215966,10.19384105,
Nissan,720S,2017,USA,used,5.7,972,874,2036,328,3.1,Electric,RWD,Automatic,14.1,173,496807,64627,High,3,4,High,8450,50,13.11595891,11.07640303,
Bugatti,911 Turbo S,2014,USA,used,5,1439,414,2320,255,6.3,Petrol,RWD,CVT,12.4,406,276680,42646,Low,4,2,High,2097,100000,12.5306205,10.66071221,Turbo
Bugatti,M4 Competition,2018,Europe,used,5.8,465,1305,1131,357,3.6,Electric,AWD,CVT,10.1,135,94606,246308,Medium,3,2,Medium,5808,20000,11.45748675,12.41434212,V-Spec
Ford,DBS,2009,Asia,used,7.4,699,1048,942,283,2.2,Electric,RWD,Manual,9.2,118,193689,75335,Low,1,4,Low,12065,5000,12.17401422,11.22971339,
Ford,488 GTB,1985,Asia,used,8,442,1321,1164,286,3.4,Electric,AWD,Manual,7.4,361,205994,206985,Low,2,3,High,6037,5000,12.23560718,12.24040644,GT
Ford,911 Turbo S,1983,Europe,new,6.1,728,1587,945,189,2.9,Electric,FWD,DCT,8.4,275,314937,32152,High,1,3,High,4108,50,12.66013107,10.37826104,
Aston Martin,Huracan,2016,Europe,new,7.5,1276,447,2493,363,3.6,Petrol,RWD,DCT,10.4,114,425206,101664,Low,1,1,Low,4084,100000,12.96033139,11.52943837,V-Spec
Aston Martin,Mustang GT,2014,Asia,salvage,7.1,994,1471,2148,325,5.1,Diesel,AWD,Automatic,5.5,209,185413,109072,Low,1,3,High,3006,100000,12.13034644,11.59977266,
Bugatti,911 Turbo S,1988,Europe,new,3.5,500,883,2024,349,4.5,Petrol,RWD,CVT,8.6,208,141476,107378,High,1,2,Low,7938,200,11.85989244,11.58411991,
Ford,Huracan,1985,USA,new,7.6,934,1185,2204,397,5.6,Diesel,AWD,Manual,9.9,223,428863,217367,Low,4,4,Medium,3021,20000,12.96889513,12.28934705,Supercharged
BMW,720S,1992,Asia,salvage,2.1,443,361,1137,245,3.7,Petrol,AWD,Automatic,11.1,404,347876,94384,Medium,4,2,Low,10274,5000,12.75960425,11.45513744,Nismo
Chevrolet,Huracan,2001,Europe,new,3.7,157,1485,1500,303,2.6,Petrol,FWD,CVT,12.4,117,89743,25321,Low,4,4,High,5780,100000,11.40471645,10.13942886,
Nissan,488 GTB,2007,Europe,used,5.7,1308,1234,2169,395,2.8,Petrol,RWD,Automatic,5.1,183,169134,145649,High,1,1,Medium,7460,20000,12.03845249,11.88896176,Track Edition
Nissan,DBS,2009,Europe,used,5,1095,1171,1590,231,6,Petrol,AWD,Automatic,7.9,292,292316,137757,Low,3,1,High,5462,5000,12.58559411,11.8332538,V-Spec
Aston Martin,M4 Competition,2015,Asia,salvage,5.1,1383,578,1875,186,2.5,Electric,RWD,DCT,7.6,287,157066,34368,High,2,2,Low,1505,5000,11.96442774,10.44491027,
Bugatti,Corvette Z06,1981,USA,new,6.7,1159,786,1642,329,6,Petrol,AWD,CVT,10.2,263,292179,118141,Low,3,3,High,2958,20000,12.58512533,11.67964257,
McLaren,M4 Competition,2015,USA,new,2.8,602,1528,2022,289,3.1,Petrol,FWD,Automatic,9.7,309,173046,141392,Medium,4,3,High,12199,20000,12.06131851,11.85929853,
Porsche,M4 Competition,1987,Asia,salvage,7.9,1471,1630,1626,315,5.4,Diesel,AWD,Automatic,5.8,119,394128,128795,Low,4,1,Low,1223,20000,12.88443355,11.76598504,
Porsche,Huracan,2024,Europe,new,4.4,1378,339,1099,375,5.1,Electric,AWD,Automatic,12.6,350,311197,135180,Low,4,4,Medium,1791,100000,12.64818464,11.8143699,GT
Aston Martin,Mustang GT,2021,Asia,used,7.7,1186,978,1912,345,2.5,Electric,RWD,DCT,11.9,212,117307,46776,Low,3,4,Medium,7021,20000,11.67255823,10.75314691,
McLaren,911 Turbo S,1988,Asia,used,4.1,218,383,2179,165,5.3,Petrol,FWD,DCT,13.2,416,154290,131515,High,4,1,High,1261,200,11.94659571,11.7868838,
Aston Martin,Corvette Z06,1980,Europe,new,5.5,1487,240,1336,338,4.2,Petrol,AWD,Manual,6.1,414,115541,90249,Low,4,1,Low,7088,100000,11.65738938,11.41033888,
Porsche,Corvette Z06,1992,Asia,salvage,4.5,169,1189,1393,173,5.5,Electric,RWD,DCT,10.1,249,294809,21696,High,1,2,High,12184,1000,12.59408636,9.984929281,V-Spec
McLaren,911 Turbo S,1994,USA,restored,5.9,810,1423,2359,355,6.2,Electric,AWD,DCT,11,423,420464,15699,Low,4,3,Medium,12793,100000,12.94911652,9.661415991,RS
Ford,911 Turbo S,2011,Asia,new,2.8,504,1258,1606,294,2.2,Petrol,RWD,CVT,5.5,359,213550,231814,Low,4,3,Low,5575,100000,12.27163096,12.35369492,RS
Bugatti,DBS,2013,Europe,new,4.2,1451,1311,923,264,5.2,Petrol,FWD,CVT,14.6,182,408310,217019,Low,3,3,High,5834,100000,12.91978442,12.28774479,
Nissan,488 GTB,2022,Asia,new,2,1127,554,2286,244,2.5,Petrol,FWD,Automatic,12.9,413,284145,123710,Medium,2,2,High,9154,20000,12.55724347,11.72570348,
BMW,720S,2010,USA,new,5.4,522,1389,1169,153,3.9,Diesel,RWD,Manual,7.4,157,331318,189919,Low,4,1,Low,13170,20000,12.71083694,12.15435821,Supercharged
Lamborghini,488 GTB,1993,Asia,used,7.8,1171,603,1689,199,2.1,Electric,FWD,DCT,11.3,153,343919,241620,High,2,3,High,3919,1000,12.74816435,12.39512566,
Bugatti,911 Turbo S,1993,Asia,new,1.9,261,1518,1637,257,3.6,Diesel,RWD,CVT,6.4,127,78557,15897,Low,2,2,Medium,11541,20000,11.27159248,9.673948594,
Ford,Mustang GT,2008,Asia,new,5.8,419,399,2151,375,2.8,Electric,RWD,Manual,13.7,304,290291,31980,Low,4,4,Low,6011,5000,12.57864259,10.37289726,
Porsche,Chiron,1998,Asia,salvage,6.6,935,1165,1027,251,4.8,Electric,FWD,CVT,6,156,431928,243316,Low,1,3,High,5113,1000,12.9760165,12.4021204,
Ford,Chiron,2006,Europe,used,3,338,833,1442,379,4.6,Electric,FWD,Automatic,14,163,206527,119238,Low,4,4,Medium,4783,5000,12.23819128,11.68888516,Nismo
Aston Martin,720S,1988,USA,new,3.3,456,187,1981,280,6,Electric,RWD,DCT,13.3,191,150708,193061,Medium,3,2,Medium,14989,20000,11.9231061,12.17076666,RS
McLaren,911 Turbo S,2016,USA,salvage,2.9,1121,862,1224,157,5.2,Electric,RWD,Automatic,9.8,385,150432,244021,Low,4,3,Medium,3748,100000,11.92127308,12.40501366,
Nissan,Chiron,2016,USA,new,3.5,632,1201,1558,161,5.6,Petrol,FWD,Automatic,11.5,441,468795,210476,Medium,1,1,High,10501,5000,13.05792298,12.25713166,
Chevrolet,720S,2022,Asia,salvage,2.3,408,1670,2029,312,2.5,Diesel,FWD,CVT,7.5,122,71290,213479,Low,4,3,High,12914,1000,11.17452537,12.27129843,
Aston Martin,Corvette Z06,2007,USA,used,4,917,1407,2360,215,2.1,Diesel,RWD,Manual,8.8,117,238739,98671,Low,3,2,Low,3713,1000,12.38313037,11.4995565,GT
Bugatti,720S,2003,Europe,used,4,1136,1566,984,330,6.8,Electric,RWD,DCT,7.2,353,101626,208569,Medium,3,4,Low,11655,5000,11.52906453,12.24803,RS
Aston Martin,Corvette Z06,2007,Asia,used,6.8,1081,1141,1925,242,4.1,Diesel,RWD,Manual,10.3,180,249868,132264,Low,2,3,Low,10141,1000,12.42869206,11.79256276,
Bugatti,DBS,2015,Asia,used,6.7,1462,1642,2360,364,4,Diesel,FWD,Automatic,8.2,281,368643,20652,High,3,2,Low,11488,5000,12.81758669,9.935615866,
Chevrolet,Chiron,1997,USA,used,6.7,406,410,1350,310,2.2,Petrol,AWD,DCT,8.5,235,417451,165082,High,2,2,Low,14828,200,12.94192485,12.01420366,RS
Ferrari,720S,2004,Asia,used,5.2,1229,288,2488,263,2.6,Electric,RWD,Automatic,9.4,206,242670,122273,High,1,3,Medium,11108,20000,12.3994619,11.71401971,Nismo
Nissan,720S,2014,Asia,new,3.7,427,1703,2364,167,6.7,Petrol,AWD,CVT,13.7,233,96819,123467,High,3,2,Low,11700,50,11.48060886,11.72373729,Sport
BMW,720S,1983,USA,new,4.2,562,1605,2145,253,5.5,Diesel,FWD,Manual,10.5,299,124299,196299,High,3,4,Medium,4170,20000,11.73045328,12.18739938,GT
BMW,Mustang GT,1993,Europe,used,3.6,1139,1751,1893,335,4,Electric,AWD,Manual,13.1,353,306034,122169,Medium,2,4,High,2353,5000,12.63145475,11.7131688,
Lamborghini,720S,2018,Europe,used,5.3,1265,675,1948,235,6.5,Electric,AWD,Automatic,13.5,395,413010,67150,Medium,3,4,Low,12333,5000,12.93122951,11.11469909,
Ford,Mustang GT,2005,USA,used,7.6,1225,472,1958,355,4.9,Electric,RWD,Manual,7.5,278,320441,136403,Low,4,2,Medium,13531,1000,12.67745657,11.82337635,Sport
Ferrari,M4 Competition,1987,Europe,used,3.4,446,1383,1568,242,5.7,Electric,AWD,Manual,12.8,146,83470,191625,Low,2,4,High,12704,100000,11.33225455,12.16330083,
BMW,DBS,2003,Europe,used,4.5,1174,402,1871,194,4.2,Electric,FWD,Automatic,11.5,322,128116,195320,High,1,1,Low,5018,200,11.76069919,12.18239964,GT
Aston Martin,M4 Competition,1995,Europe,new,5.8,1341,1592,1242,292,4.2,Electric,RWD,DCT,10.1,214,87172,98541,High,3,1,Low,1414,1000,11.37564993,11.49823813,
Ford,GT-R,1999,Asia,new,7,250,1725,1887,292,2.3,Petrol,AWD,CVT,5.9,425,168394,196477,High,1,1,High,9595,200,12.03406769,12.18830574,Supercharged
Ferrari,M4 Competition,1994,Asia,used,3.2,1495,1209,2289,194,5.7,Petrol,AWD,DCT,10.7,295,443113,52825,Low,1,2,Low,10992,5000,13.00158235,10.87475877,
McLaren,911 Turbo S,1986,Asia,restored,3.4,782,1470,2259,345,2.5,Diesel,AWD,DCT,6.6,348,356795,19344,Medium,4,3,High,3211,20000,12.78491947,9.870189267,
McLaren,Corvette Z06,1996,Europe,used,7.3,433,575,2356,249,5.8,Electric,AWD,CVT,13.2,325,298348,224969,High,2,3,Low,5480,1000,12.60601922,12.32372234,Supercharged
Ford,911 Turbo S,2001,Asia,used,2.1,1065,1078,1851,346,3,Electric,RWD,Automatic,14.3,382,171576,50492,Low,2,1,High,4319,20000,12.05278742,10.82958999,
Bugatti,488 GTB,2001,Europe,used,5.5,850,1124,1356,344,3.2,Petrol,RWD,Automatic,9.8,153,304530,39543,Low,3,2,Medium,4843,20000,12.62652817,10.58516925,
Bugatti,M4 Competition,1991,USA,used,7.1,625,596,1798,353,6.6,Diesel,RWD,CVT,9.4,241,281150,137226,Low,1,1,Medium,12803,100000,12.54664717,11.82939177,
Aston Martin,Chiron,1997,Europe,new,7.5,314,404,2402,211,4.4,Diesel,FWD,Manual,9.9,332,381939,158096,Low,2,1,High,10112,100000,12.85301881,11.97096405,
Ferrari,Huracan,1994,Asia,used,1.7,1017,150,1297,233,2.6,Electric,FWD,DCT,5.7,249,303854,178378,High,3,4,High,13925,20000,12.62430589,12.09166578,
Ferrari,M4 Competition,2016,Europe,new,4,937,567,1798,321,6.5,Diesel,RWD,Manual,7.4,296,488369,233987,Medium,4,2,Medium,9708,20000,13.09882859,12.36302511,GT
Ford,DBS,1995,Asia,new,3.2,461,333,1242,169,4.3,Diesel,RWD,Automatic,14.4,155,208583,74584,High,1,1,Medium,5009,20000,12.24809712,11.21969469,
Porsche,M4 Competition,1984,Asia,new,5.2,842,1723,2203,316,2.7,Electric,FWD,DCT,8.5,309,349046,3811,High,4,4,Medium,1664,1000,12.76296186,8.245909265,
McLaren,Mustang GT,1981,USA,new,5.7,705,1168,2275,188,4,Electric,AWD,Automatic,10.9,415,43618,186548,Low,3,2,Medium,10440,100000,10.68324811,12.13644922,
Ferrari,488 GTB,2007,USA,new,8,479,1516,1712,278,4.9,Electric,RWD,CVT,11.5,150,384222,170414,Low,1,1,Low,9030,5000,12.85897839,12.04599192,Sport
Ford,720S,2020,Asia,new,4.9,967,516,2120,257,3.8,Petrol,RWD,CVT,13.8,227,33322,115422,Low,4,3,Medium,10894,20000,10.41400313,11.65635892,
Chevrolet,488 GTB,2006,Europe,new,5.1,449,456,2148,216,6.6,Electric,AWD,Manual,7.4,356,407482,212525,Low,1,1,Medium,13209,5000,12.91775449,12.26681961,
Lamborghini,488 GTB,2010,USA,salvage,4.3,666,1055,1839,196,3.3,Diesel,FWD,Manual,13.9,111,213700,119196,Low,3,3,Low,991,100000,12.27233312,11.68853287,
Chevrolet,Corvette Z06,2020,USA,new,2.5,541,1087,946,350,2.9,Petrol,FWD,Automatic,8.9,123,224939,23070,High,1,4,Low,8729,5000,12.32358898,10.0463317,
Nissan,Huracan,2015,Asia,used,3.5,1035,974,2108,267,3.1,Diesel,RWD,Automatic,14.2,225,346112,158024,High,4,1,Low,11942,20000,12.75452059,11.97050853,RS
Aston Martin,488 GTB,2022,Europe,used,3.2,1309,1022,1814,203,2.4,Petrol,AWD,CVT,9.1,430,117691,14895,Medium,2,4,Medium,3722,1000,11.67582632,9.608848,
Ferrari,Corvette Z06,1980,USA,new,6.7,662,791,1061,297,4.3,Electric,FWD,DCT,6,270,455461,240576,High,3,4,High,13443,20000,13.02906757,12.39079548,RS
Nissan,720S,2008,USA,new,5.1,631,1423,1194,399,6.4,Diesel,AWD,CVT,5.5,204,290841,59522,Low,1,1,Medium,5665,1000,12.58053544,10.99411807,Supercharged
BMW,911 Turbo S,1980,Europe,new,3.5,1307,888,991,286,3.5,Petrol,AWD,Automatic,14.7,320,348517,83715,Medium,1,4,High,14539,20000,12.76144516,11.3351854,
Nissan,720S,1987,USA,used,4.7,1043,742,2091,244,3.3,Diesel,RWD,CVT,6.2,156,70091,158994,High,1,3,Low,3058,5000,11.15756394,11.97662803,
Ford,Chiron,1995,Europe,new,3,1221,678,2181,387,6.2,Electric,AWD,Manual,10.4,248,286452,67496,Low,1,1,Low,9631,5000,12.56532975,11.11983843,
Ferrari,488 GTB,2007,Asia,new,2.8,1194,667,1649,177,3.5,Petrol,AWD,Manual,10.3,139,20558,98965,High,1,2,Low,6757,20000,9.93105408,11.50253164,GT
Lamborghini,488 GTB,2001,USA,new,7.1,656,1042,1456,213,4.4,Diesel,AWD,Automatic,9,132,341571,143730,High,4,3,Medium,3267,200,12.74131377,11.87569878,
Ford,911 Turbo S,1997,Asia,used,7.6,1322,1341,1208,184,2.2,Petrol,AWD,CVT,9.2,260,347249,213447,Low,4,2,High,14244,5000,12.75780026,12.27114852,Turbo
Ford,DBS,2001,Europe,used,2.1,840,673,2052,189,3.4,Electric,AWD,Automatic,9.8,207,356939,196632,Low,3,2,Medium,10115,100000,12.78532298,12.18909433,
